geometry,created_by,barrier,natural,nodes,landuse,leisure,name,surface,note,building,source,source:name,ways,type,wikidata,designation,not:name,source:designation,operator
"POLYGON ((-0.2883361 51.3832989, -0.2882842 51.3833111, -0.2881142 51.3833279, -0.2877811 51.3833539, -0.2875653 51.3830744, -0.287558 51.38306, -0.2875676 51.3830455, -0.2875951 51.3830423, -0.2879456 51.3831476, -0.2879316 51.3831642, -0.2880093 51.383185, -0.28802 51.3831703, -0.2883553 51.3832645, -0.28836 51.383285, -0.2883361 51.3832989))",,,,"[2063109371, 9650300343, 2063109372, 2063109375, 2063109368, 2063109367, 9650300342, 2063109366, 8526618799, 8526618797, 8526618798, 8526618800, 2063109370, 9650300344, 2063109371]",village_green,,,,,,,,,,,,,,
"POLYGON ((-0.253193 51.384844, -0.2530987 51.3848154, -0.2529553 51.3848034, -0.2526427 51.3848481, -0.2522258 51.3848461, -0.2521509 51.3848664, -0.2521541 51.3848969, -0.2523166 51.384967, -0.252444 51.3850595, -0.2526095 51.3851767, -0.2526883 51.3851469, -0.2528837 51.3850168, -0.253193 51.384844))",,,,"[3045448342, 2145159694, 2145159689, 2145159692, 2145159691, 2145159690, 241730353, 3043305143, 3043305141, 3043305142, 3045448339, 3045448341, 3045448342]",village_green,,Plough Green,,,,,,,,,,,,
"POLYGON ((-0.3413541 51.5151591, -0.3413004 51.5153594, -0.3410673 51.5153882, -0.3408954 51.5154579, -0.3406704 51.5156036, -0.3405896 51.5157216, -0.3403458 51.5158222, -0.3402866 51.5154078, -0.3400374 51.5154149, -0.3399808 51.5149221, -0.3400157 51.5148821, -0.3401229 51.5148654, -0.3402383 51.5148687, -0.340536 51.5150123, -0.3409008 51.5151191, -0.3413541 51.5151591))",,,,"[2306604362, 2306604354, 2306604373, 2306604371, 2306604370, 2306604378, 2306604350, 2306604369, 2306604368, 2306604367, 2306604365, 2306604351, 2306604349, 2306604360, 2306604353, 2306604362]",village_green,,Hanwell Village Green,,,,,,,,,,,,
"POLYGON ((-0.3400721 51.5147825, -0.3400236 51.5148103, -0.3399573 51.5148182, -0.3398976 51.5147986, -0.3398654 51.5146501, -0.3398922 51.5146517, -0.3400623 51.5147524, -0.3400721 51.5147825))",,,,"[2308246467, 2308246475, 2308246468, 2308246474, 2308246469, 2308246480, 2308246470, 2308246467]",village_green,,,,,,,,,,,,,,
"POLYGON ((-0.3699966 51.5448624, -0.3704928 51.5443883, -0.370743 51.5438162, -0.3701717 51.543686, -0.3700288 51.5439061, -0.3698894 51.5440383, -0.3696243 51.544276, -0.3699911 51.5443922, -0.3699717 51.5444943, -0.3700081 51.5445987, -0.3700273 51.5446891, -0.3700065 51.5447445, -0.3699356 51.5448404, -0.3699966 51.5448624))",,,,"[2317254457, 2317254470, 2317254476, 2317254474, 2317254465, 2317254463, 2317254467, 2318562912, 2317254472, 2318562901, 2318562914, 2317254459, 2317254469, 2317254457]",village_green,,,,,,,,,,,,,,
"POLYGON ((0.0591908 51.3157827, 0.0582815 51.3156067, 0.0584853 51.3157542, 0.0585765 51.3158933, 0.0586597 51.3160861, 0.0588206 51.3160643, 0.0588126 51.3159319, 0.0589011 51.3158581, 0.0591908 51.3157827))",,,,"[2344533390, 2344533386, 2344533384, 2344533389, 2344533388, 2344533387, 2344533391, 2344533385, 2344533390]",village_green,,Berry's Green,,,,,,,,,,,,
"POLYGON ((-0.0652253 51.4349673, -0.0645054 51.4345333, -0.0638013 51.4348884, -0.0646548 51.4353666, -0.0652253 51.4349673))",,,,"[2371947459, 2371947456, 2371947458, 2371947462, 2371947459]",village_green,,Lammas Green Private Estate,,,,,,,,,,,,
"POLYGON ((-0.2281186 51.4206374, -0.2281896 51.4206674, -0.2280703 51.4208463, -0.2280468 51.420887, -0.2280559 51.42094, -0.2279878 51.4209849, -0.2280887 51.421074, -0.2277195 51.4211746, -0.2277594 51.4213258, -0.2274799 51.4213797, -0.2272904 51.4214314, -0.2269907 51.4215261, -0.2268615 51.4215679, -0.2268155 51.4215836, -0.2267661 51.4215762, -0.2267804 51.4215447, -0.2271399 51.4212199, -0.2281186 51.4206374))",,,,"[2389522025, 5406120623, 2389522037, 4254105730, 8913555030, 2389522030, 2389522039, 2389522040, 2389522041, 2389522034, 6960805469, 2389522016, 423223200, 4254102070, 2389522043, 2389522044, 2389522045, 2389522025]",village_green,,,,,,,,,,,,,,
"POLYGON ((0.0871998 51.4794005, 0.08719 51.4794312, 0.0872294 51.4795556, 0.087227 51.4796785, 0.0872541 51.4797092, 0.0872911 51.4797169, 0.0876165 51.4797, 0.0876732 51.4796862, 0.0877028 51.4796616, 0.0876856 51.4796293, 0.0874624 51.4795049, 0.0872615 51.4793929, 0.0872245 51.4793929, 0.0871998 51.4794005))",,,,"[2684055453, 2684055457, 2684055485, 2684055516, 2684055528, 2684055530, 2684055526, 2684055522, 2684055509, 2684055501, 9152615555, 2684055449, 2684055447, 2684055453]",village_green,,,,,,Bing,,,,,,,,
"POLYGON ((-0.292049 51.3673055, -0.2921384 51.3670311, -0.2917469 51.3669455, -0.2909947 51.3667699, -0.2907177 51.3669676, -0.2897118 51.3676624, -0.2908077 51.3678066, -0.2908865 51.3675582, -0.2918894 51.3676939, -0.292049 51.3673055))",,,,"[3171978429, 3171978421, 3171978419, 3171978416, 3171978420, 3171978440, 304776008, 251552870, 3171978441, 3171978429]",village_green,,,grass,,,,,,,,,,,
"POLYGON ((-0.2886883 51.3662673, -0.288508 51.3664616, -0.2883863 51.3664176, -0.2885665 51.3662233, -0.2886883 51.3662673))",,,,"[3172212478, 3172212513, 3172212500, 3172212476, 3172212478]",village_green,,,,,,,,,,,,,,
"POLYGON ((-0.2264765 51.5394525, -0.226258 51.5397932, -0.2262351 51.5398093, -0.2261978 51.5398128, -0.2261663 51.5397986, -0.2259283 51.5395436, -0.2259455 51.5395204, -0.2264243 51.5394276, -0.2264639 51.5394324, -0.2264765 51.5394525))",,,,"[3417351287, 3417351292, 3417351694, 3417351695, 3417351693, 3417351289, 3417351288, 3417351286, 4684294223, 3417351287]",village_green,,,,,,,,,,,,,,
"POLYGON ((-0.1508197 51.4666584, -0.1507134 51.4666444, -0.1507564 51.4672757, -0.1508604 51.4672546, -0.1508197 51.4666584))",,,,"[3813137595, 3813137594, 3813137601, 3813137600, 3813137595]",village_green,,,,,,,,,,,,,,
"POLYGON ((0.0005645 51.4590892, 0.0005863 51.4589289, 0.0008309 51.4589419, 0.0008005 51.4591026, 0.0007442 51.4590909, 0.0006315 51.4590842, 0.0005645 51.4590892))",,,,"[5538339058, 5538339059, 5538339060, 5538339061, 5538339063, 5538339062, 5538339058]",village_green,,,,,,,,,,,,,,
"POLYGON ((0.0018775 51.4610019, 0.0019306 51.4609347, 0.0023747 51.4610736, 0.0024119 51.4610912, 0.0024207 51.4611066, 0.002419 51.4611232, 0.0024137 51.4611375, 0.0024048 51.4611541, 0.0023871 51.4611684, 0.0018775 51.4610019))",,,,"[5541262384, 5541262385, 5541262386, 5541262387, 5541262388, 5541262389, 5541262390, 5541262391, 5541262392, 5541262384]",village_green,,,,,,,,,,,,,,
"POLYGON ((-0.2986304 51.3694922, -0.2979988 51.3691346, -0.2979492 51.3691219, -0.2970741 51.3691163, -0.2970786 51.3691656, -0.2986304 51.3694922))",,,grassland,"[5556823849, 5556823850, 5556823851, 5556823852, 5556823853, 5556823849]",village_green,,,grass,,,,,,,,,,,
"POLYGON ((-0.1179713 51.5424247, -0.1178804 51.5422354, -0.1177974 51.5421321, -0.1182441 51.5420707, -0.1181963 51.5418706, -0.1191428 51.5417876, -0.1195269 51.5416886, -0.1203984 51.5415396, -0.1207434 51.5414825, -0.1213551 51.5413405, -0.1215053 51.5414757, -0.1205842 51.5417314, -0.1204506 51.5415473, -0.120166 51.5415988, -0.1202179 51.5416941, -0.1200222 51.541739, -0.1199472 51.5416509, -0.1196793 51.5417122, -0.1197369 51.5418201, -0.1195065 51.5418698, -0.1194455 51.5417787, -0.1192026 51.5418767, -0.1192699 51.5420019, -0.1190631 51.5420657, -0.1189395 51.5421024, -0.1188215 51.5419332, -0.1185537 51.5420027, -0.1186515 51.5421849, -0.1185273 51.5422241, -0.1180665 51.5423381, -0.1181136 51.5424046, -0.1179713 51.5424247))",,,,"[8420774478, 8420774479, 8420774480, 8420774481, 2655100690, 2655100685, 2655100683, 8420774482, 8420761897, 8420774483, 8420774484, 8420774485, 8420774486, 8420774487, 8420774488, 8420774489, 8420774490, 8420774491, 8420774492, 8420774493, 8420774494, 8420774495, 8420774496, 8420774497, 8420774498, 8420774499, 8420774500, 8420774501, 8420774502, 8420774503, 8420774504, 8420774478]",village_green,,,,,,,,,,,,,,
"POLYGON ((-0.004385 51.5387908, -0.0044119 51.5385969, -0.0044167 51.5385623, -0.004607 51.5385716, -0.004573 51.5388189, -0.0045538 51.5388887, -0.004437 51.5388288, -0.004385 51.5387908))",,,,"[1596812127, 9631720398, 1596812131, 1596812129, 392390977, 392390978, 9629762226, 1596812127]",village_green,,,,Not a park - reverted. This is just a small green open space,,,,,,,,,,
"MULTIPOLYGON (((-0.2907319 51.4843415, -0.2909273 51.4845786, -0.2908644 51.4846765, -0.2899643 51.4849814, -0.2898354 51.4850192, -0.2894714 51.4851433, -0.2889007 51.4852124, -0.288647 51.4852193, -0.2876917 51.485161, -0.2875314 51.4851356, -0.2874807 51.4851144, -0.2874713 51.4845966, -0.2873667 51.4841841, -0.2872741 51.4838141, -0.2871532 51.4833846, -0.2871165 51.4832714, -0.2871581 51.483242, -0.2872058 51.483229, -0.287355 51.4832775, -0.2879745 51.4834823, -0.2882428 51.483561, -0.2886701 51.4836907, -0.2890349 51.4838045, -0.2897139 51.4840259, -0.2906762 51.4842799, -0.2907319 51.4843415)), ((-0.2872509 51.485116, -0.2870415 51.4851013, -0.2865905 51.4850408, -0.2863509 51.4850379, -0.2861695 51.4850681, -0.2859157 51.4850504, -0.2858192 51.4850292, -0.2857622 51.4850016, -0.2857301 51.4849652, -0.2857219 51.4849181, -0.2857384 51.4848579, -0.285957 51.4845534, -0.2866145 51.4835134, -0.2866701 51.4834431, -0.286731 51.4834304, -0.2868364 51.4834231, -0.2868691 51.4834475, -0.286963 51.4835802, -0.2870435 51.4837815, -0.2871199 51.4840362, -0.2872178 51.4844079, -0.2872393 51.4845265, -0.2872486 51.4847653, -0.287246 51.4849557, -0.2872509 51.485116)))",,,,"[[[1852542369, 1852542368, 1852542367, 1852542366], [1852542366, 5322547808, 5322547809, 5322547815, 5322547814, 5322547817, 8724627316, 8724636817, 5322548522], [5322548522, 6293434437, 6293434436, 30552853], [30552853, 30552854, 30552855, 1293546080, 30552856], [30552856, 5322547802, 5322547803, 5322548551, 5322548552, 5322548553, 5322548554, 1852542369], [5322547804, 5322547805, 2493918891, 30552839, 2493918886, 2493918888, 2493918890, 2493918889, 30552836, 2493918887, 1268128058, 30552840, 1852542373, 1852542372, 1852542371, 5322548542, 5322548543, 5322548544, 5322548545, 5322548546, 5322548547, 5322548548, 5322548549, 5322548550, 5322547804]]]",village_green,park,Kew Green,,,,,,"[551124088, 672045248, 672045262, 672045243, 551124085, 551124091]",multipolygon,Q23891167,,,,
"MULTIPOLYGON (((-0.1212294 51.3004854, -0.1209432 51.3005602, -0.1208828 51.3005924, -0.1208647 51.3006138, -0.1208426 51.3006399, -0.120842 51.3006467, -0.1208381 51.300693, -0.120856 51.3007866, -0.1209678 51.3009543, -0.1209654 51.300966, -0.1209542 51.3009718, -0.1208337 51.3008356, -0.1207018 51.3007168, -0.1206859 51.3007076, -0.1205275 51.3006161, -0.1201408 51.300475, -0.1200536 51.3004331, -0.1200022 51.3003884, -0.1199865 51.3003394, -0.12 51.3002891, -0.1200625 51.3002137, -0.1208426 51.3000124, -0.1208851 51.3000096, -0.1209276 51.300018, -0.1209611 51.3000362, -0.1212294 51.3004854)), ((-0.1198613 51.3004007, -0.1196433 51.3003329, -0.1196534 51.300314, -0.1198657 51.300263, -0.1198825 51.3002777, -0.1198713 51.3003063, -0.1198736 51.3003539, -0.1198847 51.300393, -0.1198613 51.3004007)))",,,,"[[[2189098132, 2189098189, 2189098231, 2189098244, 2189098264, 2189098270, 2189098299, 2189098375, 2189098457, 2189098461, 2189098475, 2189098395, 2189098310, 2189098308, 2189098248, 2189098119, 2189098073, 2189098060, 2189098042, 2189098005, 2189097971, 2189097918, 2189097916, 2189097920, 2189097924, 2189098132], [2189098066, 2189098064, 2189098053, 2189098015, 2189098000, 2189097998, 2189098021, 2189098033, 2189098066]]]",village_green,,Lacey Green,,,,Bing,,"[208637760, 208637819]",multipolygon,,common,Lacy Green,defra_common_land_2015,
"MULTIPOLYGON (((-0.2005052 51.6321464, -0.2005032 51.6321581, -0.2004455 51.6321489, -0.2002229 51.6320677, -0.2001236 51.6319591, -0.2000988 51.6319079, -0.2001096 51.6318992, -0.2005052 51.6321464)), ((-0.2000978 51.6319899, -0.200072 51.6319837, -0.1996435 51.6317639, -0.1997327 51.6317027, -0.1997548 51.6316952, -0.1997877 51.6317002, -0.20002 51.6318413, -0.2000341 51.6318586, -0.2000321 51.6319058, -0.2000673 51.6319391, -0.2000978 51.6319899)), ((-0.1992546 51.6314139, -0.1993049 51.6314263, -0.1995248 51.6315462, -0.1997173 51.6316553, -0.1997206 51.6316715, -0.199612 51.6317477, -0.1991017 51.6314759, -0.1991976 51.6314238, -0.1992546 51.6314139)), ((-0.1991245 51.6313835, -0.1991064 51.6313976, -0.1990327 51.6314372, -0.1985136 51.6311591, -0.1984137 51.6311054, -0.198454 51.6310755, -0.1985103 51.6310438, -0.1985867 51.6310488, -0.1990977 51.6313144, -0.1991272 51.6313543, -0.1991245 51.6313835)), ((-0.1984815 51.6310043, -0.1983715 51.6310834, -0.1983473 51.6310713, -0.1984613 51.6309893, -0.1984781 51.6309901, -0.1984815 51.6310043)), ((-0.1984218 51.6309598, -0.1983152 51.6310632, -0.1982944 51.6310626, -0.1980483 51.6309435, -0.1978391 51.6308786, -0.1978122 51.630869, -0.1978082 51.6308361, -0.1978625 51.6307021, -0.19789 51.6306871, -0.1979155 51.630695, -0.1981308 51.6308028, -0.1983681 51.6309256, -0.1984218 51.6309598)), ((-0.1974414 51.6304237, -0.197432 51.6302963, -0.1973958 51.6301747, -0.1976676 51.6301174, -0.1977807 51.6302955, -0.1979127 51.6304102, -0.1978143 51.6305485, -0.1976573 51.6304844, -0.1974414 51.6304237)), ((-0.197255 51.6304869, -0.1974964 51.6305406, -0.1978042 51.6306426, -0.1978223 51.630668, -0.1977861 51.6308191, -0.1977666 51.6308486, -0.1977338 51.6308478, -0.1973657 51.6307404, -0.1971609 51.6306824, -0.197139 51.6306351, -0.1972376 51.6304894, -0.197255 51.6304869)), ((-0.1970517 51.6306515, -0.1968701 51.6306001, -0.1961111 51.6304207, -0.1961191 51.6302863, -0.1961868 51.6302942, -0.1961929 51.6302622, -0.1963605 51.6302863, -0.1967601 51.63036, -0.1971658 51.6304553, -0.1971665 51.6304902, -0.197131 51.6305906, -0.1970753 51.6306413, -0.1970517 51.6306515)), ((-0.1967313 51.6300944, -0.1962914 51.630191, -0.1961184 51.6301664, -0.1961145 51.6300171, -0.196508 51.6300703, -0.1967313 51.6300944)), ((-0.1964363 51.6302218, -0.1964618 51.630203, -0.1969278 51.6301002, -0.1970579 51.6300823, -0.1971725 51.6300786, -0.197255 51.6300977, -0.1972999 51.630134, -0.1973227 51.6301831, -0.1973522 51.6302996, -0.1973744 51.6304212, -0.1967246 51.6302717, -0.1964363 51.6302218)), ((-0.1960279 51.6303987, -0.1957744 51.6303596, -0.1952836 51.6303021, -0.1950596 51.6302721, -0.1950677 51.6302322, -0.1951414 51.6302247, -0.1954579 51.6302089, -0.1956913 51.6302139, -0.195985 51.6302355, -0.1960655 51.6302447, -0.1960789 51.6302738, -0.1960574 51.6303654, -0.1960279 51.6303987)), ((-0.1960165 51.6296511, -0.1959796 51.6297876, -0.1959327 51.6299926, -0.1960527 51.6300382, -0.1960708 51.6301202, -0.1960467 51.6301643, -0.1957342 51.6301348, -0.1955297 51.6301323, -0.1953681 51.6301431, -0.194664 51.6301556, -0.1945728 51.6301306, -0.1945068 51.6300293, -0.1944133 51.629458, -0.1944187 51.6293256, -0.1945145 51.6290764, -0.1945554 51.6290342, -0.1946781 51.6289905, -0.1950087 51.6289044, -0.1955619 51.6287932, -0.1956973 51.6287778, -0.195755 51.6287849, -0.1958053 51.6288116, -0.1958462 51.6288669, -0.195869 51.628983, -0.1958489 51.629038, -0.1958516 51.6291391, -0.1959059 51.6293625, -0.1959734 51.6293856, -0.1959233 51.6295612, -0.1959824 51.6295698, -0.1960319 51.6295812, -0.1960165 51.6296511)), ((-0.1954197 51.6284756, -0.1953909 51.6284973, -0.1955183 51.6287071, -0.195527 51.6287358, -0.1955156 51.6287583, -0.1954358 51.6287808, -0.195362 51.628802, -0.1949282 51.6288877, -0.1946144 51.6289697, -0.1945762 51.6289693, -0.1945581 51.6289536, -0.1949689 51.6277955, -0.1950206 51.6276051, -0.1949456 51.6271894, -0.1947552 51.6267257, -0.1946948 51.6265617, -0.1946841 51.6263452, -0.19466 51.6262353, -0.1947875 51.6261662, -0.1951025 51.6268139, -0.1954528 51.6274898, -0.1958403 51.6281836, -0.1953191 51.628327, -0.1954197 51.6284756)), ((-0.1947807 51.6261163, -0.1946935 51.6261729, -0.1946707 51.6261804, -0.1946399 51.6261729, -0.194601 51.6260397, -0.1945594 51.6259281, -0.1944965 51.6258029, -0.1944615 51.6257308, -0.1944266 51.6256642, -0.1943944 51.6256076, -0.1943609 51.6255451, -0.1943287 51.6254577, -0.1943113 51.6253312, -0.1943395 51.6252729, -0.1943851 51.6252313, -0.1944682 51.6252038, -0.1945681 51.6251801, -0.194672 51.6251688, -0.1947122 51.6252392, -0.194752 51.625422, -0.1947719 51.6257466, -0.1947807 51.6261163)), ((-0.1945668 51.6266154, -0.1945386 51.6262501, -0.1944749 51.626118, -0.1937883 51.6261854, -0.1938566 51.6258057, -0.1939157 51.6252777, -0.1939244 51.6250943, -0.1941014 51.6251146, -0.1941814 51.6251861, -0.1941624 51.6251959, -0.1941477 51.6252288, -0.1942335 51.6253949, -0.1942872 51.6255385, -0.1943455 51.625643, -0.1944219 51.6257841, -0.1944897 51.625921, -0.1945413 51.626088, -0.1945829 51.6262253, -0.1946043 51.6263269, -0.1946151 51.6264689, -0.1946332 51.6266429, -0.194719 51.6268356, -0.1948303 51.6270745, -0.1948866 51.6272577, -0.1949081 51.6273917, -0.1949255 51.627485, -0.1949282 51.6276806, -0.1949094 51.6277722, -0.1947378 51.6282817, -0.19466 51.6284715, -0.1945755 51.628752, -0.1945446 51.6287554, -0.1944065 51.6286988, -0.1943475 51.6286238, -0.1943502 51.6285064, -0.1943958 51.6282658, -0.194373 51.6282067, -0.1943783 51.6281801, -0.1944642 51.6278896, -0.1943933 51.6278811, -0.1944273 51.6276796, -0.1945031 51.6275316, -0.1945272 51.6273035, -0.1945648 51.6269938, -0.1945299 51.6267973, -0.1945668 51.6266154)), ((-0.1943609 51.6299908, -0.1942751 51.6299824, -0.1942027 51.6299575, -0.1941933 51.629925, -0.1942322 51.6299017, -0.1942925 51.6299208, -0.1943797 51.6299583, -0.1944025 51.6299716, -0.1943971 51.6299874, -0.1943609 51.6299908)), ((-0.1943341 51.6295446, -0.1943649 51.6297826, -0.1943837 51.62988, -0.1943623 51.629895, -0.194314 51.6298942, -0.1942509 51.6298684, -0.1942121 51.6298043, -0.1942053 51.6296852, -0.1942121 51.6295887, -0.1942416 51.6295412, -0.1942831 51.6295246, -0.1943167 51.6295279, -0.1943341 51.6295446)), ((-0.1942053 51.6288644, -0.1942831 51.6288719, -0.1943012 51.6287703, -0.1943374 51.6287408, -0.1944769 51.6287687, -0.1945701 51.6287912, -0.19444 51.6290825, -0.1943354 51.6293306, -0.1943287 51.6294455, -0.1943213 51.6294694, -0.1943009 51.6294832, -0.194266 51.6294898, -0.1942295 51.6294788, -0.1941344 51.6294274, -0.1941343 51.6292399, -0.1942053 51.6288644)), ((-0.1941463 51.6301355, -0.1941345 51.6299683, -0.1941745 51.6299849, -0.1942469 51.6300008, -0.194377 51.6300274, -0.1944186 51.6300415, -0.1944293 51.6300807, -0.1943998 51.6301256, -0.1942925 51.6301514, -0.194149 51.6301706, -0.1941463 51.6301355)))",,,,"[[[10311517449, 10311517448, 10311517447, 10311517446, 2087502841, 10311517445, 10311517444, 10311517443, 10311517449], [10310834436, 10311517452, 10311517451, 10311517450, 10311517453, 10310834436], [10311530756, 10311530755, 10311530754, 10311530753, 10311530752, 10311530756], [10310819975, 10310819974, 10310819973, 10310819972, 10310819971, 10310819970, 10310819969, 10310819975], [10310819985, 10310819984, 10310819983, 10310819982, 10310819981, 10310819980, 10310819979, 10310819978, 10310819977, 10310819976, 10310819985], [10310819994, 10310819993, 10310819992, 10310819991, 10310819990, 10310819989, 10310819988, 10310819987, 10310819994], [10310820004, 10310820003, 10310820002, 10310820001, 10310820000, 10310819999, 10310819998, 10310819997, 10310819996, 10310819995, 10310820004], [10310813857, 10310813856, 10310813878, 10310813877, 10310813876, 10310813875, 10310813874, 10310813873, 10310813860, 10310813859, 10310813858, 10310813857], [10310813861, 10310813872, 10310813871, 10310813870, 10310813869, 10310813868, 10310813867, 10310813866, 10310813865, 10310813864, 10310813863, 10310813862, 10310813861], [10310813890, 10310813889, 10310813888, 10310813887, 10310813886, 10310813885, 10310813884, 10310813883, 10310813882, 10310813881, 10310813880, 10310813879, 10310813890], [10310813905, 10310813904, 10310813903, 10310813902, 10310813901, 10310813900, 10310813899, 10310813898, 10310813897, 10310813896, 10310813895, 10310813894, 10310813905], [10310860716, 10310860715, 10310860714, 10310860713, 10310860712, 10310860711, 10310860710, 10310860709, 10310813908, 10310813907, 10310813906, 10310860716], [2087864134, 10310837809, 10310808808, 10310808807, 10310808806, 10310808805, 10310808804, 10310808803, 10310808802, 10310808801, 10310808800, 10310808799, 10310808798, 10310808797, 10310808796, 10310808795, 10310808794, 10310808793, 10310808792, 10310808791, 10310808790, 10310808789, 10310808788, 10310808779, 10310808778, 10310808777, 10310808776, 10310808775, 10310808774, 10310808773, 10310808772, 10310808771], [27000360, 10310808771], [586867119, 27000359, 2087864156, 2087864161, 2087864162, 27000360], [2087864140, 586867111, 6776260130, 10310837810, 6776260131, 586867114, 586867119], [586866729, 2087864140], [2087864134, 586866729], [10310808765, 10310837941, 10310808780], [10310808780, 10310808781, 10310808782, 10310808783, 10310808784, 10310808785, 10310808786, 10310808787, 10310808770, 10310808769, 10310808768, 10310808767, 10310808766, 10310808765], [10310837871, 10310837870, 10310837869, 10310837868, 10310837867, 10310837866, 10310837865, 10310837864, 10310837863, 10310837871], [586867134, 10310837862, 10310837861, 10310837860, 10310837859, 10310837858, 10310837857, 10310837856, 10310837838, 10310837855, 586867134], [10310837883, 10310837882, 10310837881, 10310837880, 10310837879, 10310837878, 10310837877, 10310837876, 10310837875, 10310837874, 10310837873, 10310837872, 10310837883], [10310837908, 10310837907, 10310837906, 10310837905, 10310837904, 10310837903, 10310837902, 10310837901, 10310837900, 10310837899, 10310837898, 10310837897, 10310837896, 4361920269, 6128314557, 30778918, 30778919, 10310837918, 10310837917, 10310837916, 10310837915, 10310837921, 10310837922, 10310837923, 10310837924, 30778928, 10310837937, 177179219], [177179219, 10310837936, 30778929, 10310837925, 10310837908], [30778934, 10310837819, 10310837837, 10310837818, 10310837817, 30778916, 30778917, 4361920268, 10310837895, 10310837894, 10310837893, 10310837892, 10310837891, 10310837890, 10310837889, 10310837888, 10310837887, 10310838849, 10310837884], [10310837884, 30778933, 2087512797, 2087502835, 10310837811, 30778934], [586866736, 10310837812, 10310837813, 10310837814, 10310837815, 10310837816, 10310837835, 10310837827, 10310837826, 10310837825, 10310837824, 10310837823, 10310837822, 30778915, 10310837821, 6776260133, 10310837820, 30778936], [30778936, 6776260132, 251382402, 10310837836, 586866736]]]",village_green,,Totteridge Green,,,,,,"[1127850459, 1127850460, 1127848382, 1127755571, 1127755572, 1127755573, 1127755574, 1127755053, 1127755054, 1127755055, 1127755056, 1127755057, 1127752137, 1127752134, 4412268, 1127752141, 1127752138, 1127752139, 1127752133, 1127752132, 1127752152, 1127752151, 1127752153, 1127752154, 1127752945, 4797162, 1127752143, 1127752145, 1127752142]",multipolygon,,,,,Totteridge Manor Association
